Gene,Chr,Gene Start,Gene End,Gene Score,Gene ReScore
SLAMF9,1,158187907,158190634,1139.0039464266667,-302.9197549622349
SMAP1,6,71539766,71628437,989.1653395,-303.54417233937085
IDH2,15,88428215,88446712,843.2560687571429,-307.3994229683373
STARD7,2,96214329,96238300,1683.7253277185716,-308.03551784066445
TSPAN8,12,69805143,70121945,81.94475598734849,-308.4022734487782
GFRA1,10,117812942,118022966,161.53462278924047,-309.888459327079
IL22RA1,1,24318847,24342198,218.96449616600003,-311.7064628213967
MCM10,10,13243586,13293110,60.40282124740741,-311.9571647488319
WDR3,1,118273913,118304572,712.092547855,-312.16794715049264
SLC22A3,6,160689414,160796004,807.2332624015747,-312.65630317408267
LRRC8A,9,130684601,130720138,394.75721307454546,-314.9188682910136
DGKI,7,136724924,137182149,1.3760839483181817,-317.8532790880234
DGKB,7,14182130,14847413,4.324506747797469,-318.5758169080433
SELL,1,167937288,167947461,992.1549004972221,-319.0935414003077
ZC3H10,12,54800613,54801918,301.5245467722222,-319.7720577724219
LRRC2,3,46531881,46596576,52.406098559512195,-320.2484578175722
TRPM4,19,54377594,54406905,794.9735151312501,-323.17922040462196
LRRC1,6,53767492,53896878,258.02506962631577,-323.3203172229398
HTR7,10,92490555,92607651,465.254763142,-324.5108882609019
THOC1,18,215088,258059,389.4006284792,-324.7562216728025
PPM1E,17,54188230,54417316,1364.4200837913043,-324.90403775793146
ALDH9A1,1,163898072,163934524,1118.734792471111,-324.94572517705274
IFIT1,10,91148541,91153724,1450.4607076818181,-325.17797728116795
LTF,3,46452499,46501728,73.57203982945946,-325.45773328843353
ANXA2,15,58434918,58477477,237.95295117159094,-325.81878514227566
CRMP1,4,5873391,5945686,145.21550796670886,-326.535074701843
OSBPL10,3,31677320,31998242,2.4160107616666666,-329.34317962564666
FAM135B,8,139224286,139234641,1082.7027518233333,-329.3463280912294
CCDC25,8,27661512,27686089,1114.584414602941,-331.815921522637
PRPF18,10,13669011,13737933,825.9227800416666,-331.87183697664744
PPP6C,9,126948672,126992039,309.2556419983333,-333.08251963238763
SCTR,2,119913888,119998498,379.2367012114754,-337.0425486719492
WDR18,19,935327,945569,1.7803424900238096,-338.04419433922334
FAM57B,16,29943273,29948358,1031.1953492,-338.47330458906873
NXPH2,2,139144920,139254281,70.90978497676058,-339.00272762386163
CLRN2,4,17125885,17137825,1673.7504459,-341.58681188169277
MAML2,11,95351087,95715992,5.07428820315625,-342.4476553390161
SERPINF1,17,1612008,1627618,1.3497623721483871,-342.61768246724904
CLPB,11,71681117,71823216,2234.3446561630435,-342.6274773202663
LRFN2,6,40467350,40663104,99.0541983808642,-342.65580508843965
KIAA0753,17,6422368,6484971,281.70476664200004,-343.4809678755789
PPFIBP2,11,7608731,7634934,179.05557837790695,-343.83840886606765
TTC21A,3,39149215,39155398,1433.0453837818184,-345.77231894375666
MLLT3,9,20352726,20612514,152.37000335688072,-347.06075517496066
CUX2,12,110021632,110217596,208.50017185696203,-347.29019936027606
DNAJC3,13,95127483,95241285,363.6093525395348,-347.3478828214354
RABEPK,9,127002879,127036259,322.7015394765217,-347.89590101589977
PPBP,4,75071619,75072764,1305.5818020470588,-348.09987018713673
HBG2,11,5232097,5623587,24.25192482257447,-349.09175738095206
RAD23B,9,109085364,109134291,753.7161043674419,-349.1390452603148
SMCR8,17,18159318,18172095,381.33839575565213,-350.83226264707326
CCNJ,10,97793143,97810612,397.4348143783334,-351.06803817387373
TNC,9,116822625,116920307,37.80375777875,-351.21846311458927
NDUFA2,5,140005141,140007424,174.3465437257143,-351.5227076535664
SIGLEC12,19,56686424,56696855,619.6205832666667,-352.1701502197035
SULF2,20,45751698,45848215,578.555779772941,-352.17690099215054
ACOX2,3,58465902,58497956,579.5136962875,-352.48968185529407
CSTF1,20,54401113,54412989,319.2735135681482,-354.2112779718611
RIT2,18,38577189,38949655,295.9951032918239,-354.27479653133236
GATAD2B,1,152043826,152162075,110.86539631304348,-355.52364392562123
PNLIPRP1,10,118340517,118358676,21.642482263551724,-356.93144578643927
NIT2,3,101536257,101556883,236.41943560238096,-359.0116395314844
DNAH10,12,122975549,122986220,364.86024821235293,-362.03483864659717
FAM3B,21,41616616,41651524,418.53157905,-362.1896684660592
CD59,11,33681131,33714601,323.0573905975,-363.0934569310947
OR10AD1,12,46882388,46883342,1821.0101649350004,-365.29339476137756
PNLIP,10,118295417,118317357,1695.2433930545455,-365.6149754527096
MREG,2,216515801,216586591,347.5075266376811,-366.7269776113547
PRPF19,11,60414777,60430632,1161.6741459375,-367.7765433280271
AQP2,12,48635835,48638423,353.039937978,-368.1266707450398
CSNK2A2,16,56749312,56789283,429.77541635757575,-368.27118272056526
LIFR,5,38510821,38631264,25.164412176583337,-368.4266814230182
KCTD16,5,143565032,143837137,28.661785044653463,-368.6211446638882
EPHA6,3,98641179,98949106,764.9738267689654,-368.9405612949388
DEFB125,20,16350,25296,411.438906489,-370.41016997243327
PDZRN4,12,40189619,40254659,159.53612802693547,-371.6132805538354
CRTAM,11,122238319,122248557,463.5459255019047,-372.3749268937601
SAMD8,10,76541472,76606455,85.99864275499999,-373.76586351358884
UBE2D3,4,103936216,104009473,163.6899969821212,-374.4250539910353
FEZ1,11,124863305,124871333,0.3878736610804545,-375.6717228728865
PHF3,6,64414390,64482364,27.55468626354167,-377.11506794588195
HSBP1,16,82399093,82404095,661.34379285,-377.2365279316723
LMOD1,1,200132206,200182339,930.1107457942857,-378.19936578995885
RAB5B,12,54654128,54674755,294.7127427957143,-378.4956528430558
ZNF628,19,60679510,60687666,718.050751531579,-378.722437963633
MAP2K5,15,65719944,65886506,434.0809753892857,-379.0414643125289
NPC1L1,7,44539354,44547439,1188.61464969,-379.3785961711475
IL1R2,2,101991408,102007650,219.1715885764516,-381.6048182328636
GALNT2,1,228464238,228482595,667.0536599682927,-382.7829865516128
ALAS1,3,52207155,52223383,20.168921875555558,-382.9002969849136
PROS1,3,95074588,95175615,388.9662477025,-383.4104648896442
WDR88,19,38314837,38358543,24.435679015279998,-383.5183936324132
DNTT,10,98054074,98088311,107.9822750058,-384.1354418055252
YWHAE,17,1194592,1250267,260.473106296,-385.5577721942052
EPHA5,4,65878873,66218104,51.62157140163636,-387.30420600245725
ZNF23,16,70039013,70080718,670.462406328,-387.59952125419903
SF3A1,22,29057976,29082913,262.1900818264,-388.64595379109915
SSBP4,19,18391135,18406459,73.21953444,-388.8306548341043
SPTLC1,9,93881166,93917511,15.274685591454544,-390.423732151461
ST8SIA5,18,42525410,42591037,163.70220215852942,-390.5838903483201
HOMER1,5,78705541,78845456,351.56165663584915,-390.81494809290496
SLC15A2,3,123095976,123143148,423.87360498039214,-391.8819233902835
CTNND1,11,57285844,57343228,1.097066492463158,-392.1671260956022
SLC7A11,4,139304697,139382953,811.5593384418604,-393.683329254461
CYP2J2,1,60131567,60165011,216.8489728275,-396.16159891915106
SGCG,13,22653090,22797304,11.606874864,-397.1134393399767
ZC3HC1,7,129445361,129478469,57.10884898129411,-397.23294037709445
DNAJC1,10,22085482,22332656,302.43940660869566,-400.12257998931835
MED30,8,118602210,118621682,38.71738534980952,-400.5352419636433
TBC1D22B,6,37381627,37408724,141.69579451083334,-402.7802235045981
MSTN,2,190628670,190635700,981.686659530909,-403.6869967349064
RYK,3,135358667,135452276,1106.104071271875,-404.8024104452752
COPG2,7,129933315,130004138,642.0021336625,-405.1449992997376
FAM114A1,4,38607114,38621821,412.38453351875006,-405.68876975825134
MYO15A,17,18005355,18022909,1779.6874017866664,-405.89372623812096
COBL,7,51106021,51352009,183.13389543394493,-408.04313908451695
HIPK2,7,138896855,139124065,98.62558249555556,-409.29047192282485
AGPAT4,6,161490226,161573324,871.9796210369863,-409.84894012134276
GJD2,15,32831970,32833981,683.3023744238095,-410.5647218419325
IQGAP3,1,154788120,154809020,1590.0500648842105,-411.4359166839283
MTPN,7,135262042,135312744,285.2650556836364,-411.6062144624863
DHX34,19,52572005,52577795,20.07729632464706,-412.5779713353038
ACAP2,3,196537935,196645106,640.9493487944445,-412.95353028714686
CNBD1,8,87947791,88464071,69.2673110686747,-415.70318203730415
GABRG3,15,24799262,25451729,65.44856706077171,-417.9028329685659
GTF2H1,11,18325226,18345153,139.55312498400002,-417.94039275098254
GLT8D1,3,52709500,52715088,5.512096186133333,-419.13681403038936
PARN,16,14437059,14631540,39.2735330127451,-419.7018004699439
RCCD1,15,89300845,89307359,1000.8590821666667,-419.9192719558285
BAG1,9,33242469,33254761,499.69303182882356,-420.0682226813717
CLDN5,22,17891121,17891778,1179.6480548666668,-422.6583937747953
LAPTM5,1,30977902,31003254,68.26715848727272,-423.49125514922366
SLC29A3,10,72752518,72793153,490.93620579791667,-424.24721005877024
DNASE1L3,3,58153393,58175893,822.9753918558823,-425.93693577700134
GTF3A,13,26897547,26907846,45.808132665500004,-426.80171959200135
POLE2,14,49186648,49201142,131.6391758175,-427.8584640521431
ROCK2,2,11239228,11402162,853.190172928261,-428.93204063173675
ACTA2,10,90684810,90741084,240.32403072031252,-430.27535659609055
CHL1,3,214326,415831,992.5793093846152,-430.8746856169422
EIF5A,17,7152445,7156152,513.9980192989474,-431.12724289431327
KLF7,2,207653773,207739816,261.69927874133333,-431.82191082236216
PPP2R5E,14,62987741,63079832,742.1863349457142,-432.13860700435623
ANP32E,1,148457478,148475084,10.974890717916667,-432.3986310496897
ANKH,5,14757908,14924887,182.61703271964288,-434.484763258955
MED17,11,93157052,93186144,357.4718664486666,-434.9936936947503
ETS1,11,127835182,127962663,314.22894761428574,-436.351258555983
PKHD1,6,51693605,52060382,623.8284030866666,-436.8123383239218
PRG2,11,56911409,56948108,1082.8152146035713,-437.1075628426977
PCNA,20,5043598,5055268,1202.9415726250002,-437.67595023667104
RBMXL2,11,7066740,7068955,57.25790980693333,-439.02791872584373
GPR160,3,171284454,171285471,1143.649285701,-440.10870176041306
GRM8,7,126129046,126539610,534.7412790525,-441.55737946401786
SLFNL1,1,41253855,41259984,475.641312432,-442.37435837767197
CFI,4,110881296,110942784,2418.077140417391,-443.0311379517941
NEK2,1,209909077,209915590,617.3315596782609,-443.2886220613763
IQGAP2,5,76006057,76029728,1447.2298604156251,-443.66581846346077
SRGAP1,12,62663852,62823751,17.59370824729508,-444.37094374818287
HTRA1,10,124211030,124264414,623.8831519859649,-444.60032361606426
FCGR2A,1,159742747,159760427,614.1104692341668,-444.6667139926198
POPDC3,6,105712469,105734563,396.58027164500004,-444.67599026024214
IGF2BP3,7,23419388,23476520,57.259284201363634,-445.0257509535882
RAC1,7,6380650,6410123,306.8373532348485,-445.40465582918335
ZNF148,3,126433607,126576888,474.45999021086953,-446.52409862875254
SELPLG,12,107540184,107551799,4649.53970525,-447.15577463118467
EPRS,1,218241102,218286623,982.6920176666667,-447.7732723078534
KIN,10,7837372,7869950,474.01666833529407,-448.465360553405
ACAA2,18,45563871,45594281,221.177119332,-450.9828921039865
SERPINB13,18,59405579,59417413,1149.6285469066668,-451.63176702452955
VPS26B,11,133599770,133622896,752.5492906454546,-453.64779227588133
SYNGR2,17,73676265,73680604,998.8544405666667,-453.8033824759214
ITIH1,3,52796970,52801117,0.32774637258999995,-454.43835088352597
SEC14L5,16,4948318,5009157,786.1803426880001,-455.7008759261325
UBE2E2,3,23219811,23607074,497.82025874148144,-455.95749074343877
SMAD9,13,36320206,36392409,872.422530122,-457.656257134223
POLR1E,9,37476149,37493693,1021.1143149999999,-458.37219664762154
CFLAR,2,201713242,201737248,325.9553506105,-460.2937142680648
CACNG5,17,62303809,62311819,502.44462352500005,-461.50559298439657
ME1,6,83976828,84197498,947.0341339500001,-461.6279380767219
CCAR1,10,70150976,70221315,1240.1619448323527,-461.8344789960944
LRRFIP2,3,37069501,37192832,1614.229154155932,-462.25343440351344
YLPM1,14,74345835,74358567,388.03596870999996,-462.60090091438497
PHACTR2,6,144040794,144194015,48.28744705333333,-463.09066422089353
EMILIN2,18,2837027,2904090,426.4715543872727,-463.492085929088
PGR,11,100405564,100505754,49.42918845179104,-463.66307654194617
PLXDC1,17,34473081,34563011,27.826513576333337,-464.47834329331346
ZDHHC19,3,197408719,197422697,113.28134222476191,-465.038407014171
CHRNA9,4,40032225,40051730,1196.13675406875,-466.8975414022084
SYK,9,92629583,92698304,87.92293003124999,-468.21780666064956
TNIP1,5,150423366,150446912,60.50903278085715,-471.2666625380693
AGXT2,5,35033962,35083756,626.525192175,-471.32500601482496
TRAP1,16,3648038,3707599,235.77226466756755,-472.41985918778977
PEX13,2,61098334,61129896,1265.8574703411764,-472.44627589915547
BLVRA,7,43764796,43813466,1951.84146055,-472.46551573817123
KRT7,12,50913220,50928976,1566.4551365124998,-474.00597444634246
NAGK,2,71149287,71159279,532.213551285,-474.52663589327227
HIST1H2AJ,6,27890058,27890497,0.027499924049,-474.9884383545693
CSF1R,5,149413050,149473128,474.55504726500004,-475.5515366052501
PAIP1,5,43562126,43593244,399.51817992450003,-475.66213412931967
SPRED3,19,43572778,43578711,531.4319621611766,-475.82035705264434
COMT,22,18319053,18336530,509.95048964736844,-476.2623657423443
PRKCH,14,61079832,61087451,218.3576744483333,-476.8770343012668
YAP1,11,101490084,101609358,263.25074140925926,-477.19409134461984
MPHOSPH9,12,122206898,122283611,24.65946897933333,-479.04942568065553
NPHS2,1,177786296,177811707,1145.987910072973,-480.5689152104343
AKR1C4,10,5228797,5250912,1364.4653535275863,-480.8293007095281
CYP2E1,10,135195069,135224714,321.4822717516129,-481.5859834017358
ITPKA,15,39573413,39583039,319.53591451052625,-482.3274049237153
EVI5,1,92801786,92932533,134.24036914363634,-484.50141143586137
AACS,12,124155649,124193824,633.8789904451612,-486.87093013904996
PYGB,20,25176705,25226648,693.6505411911112,-487.2013473936232
ATP6AP1L,5,81636508,81649903,369.0987385952941,-487.6649756276968
CCNT1,12,47373018,47397048,1099.3510218888887,-487.8568625669559
SH3GL3,15,81907286,82078495,1.2025130235329546,-489.26776301229853
ZNF133,20,18226628,18245632,400.26940797409094,-489.6584964718024
ATXN10,22,44446580,44619493,271.32152397731954,-490.0964311791333
CBFA2T3,16,87478954,87570902,76.44324871299999,-490.62098771182553
U2AF2,19,60857227,60877894,513.0478202795833,-490.6963393097533
PTPRG,3,62163886,62254738,79.51243852933334,-492.69837786129995
TFB2M,1,244770488,244796186,200.93833484,-493.9940762417544
ABCG5,2,43893114,43919508,74.73323667447369,-494.68416193366045
TPK1,7,143779966,144164079,416.3832664670659,-495.41586484166544
IPCEF1,6,154517437,154719592,461.7733688966667,-497.4673815530292
MEP1B,18,28023984,28054364,704.7160203744186,-497.88075196455316
TOMM5,9,37578411,37582636,720.6185391600001,-498.72013785629787
TFB1M,6,155620498,155677318,243.29825298103447,-499.0234398309027
LGI1,10,95507672,95547913,246.47163030566037,-500.15004499337607
KCND2,7,119700957,120177623,80.93585992753424,-500.15372317205515
GTF3C1,16,27379435,27468752,396.1704284525,-500.7952232520558
ITGB8,7,20337249,20421907,1315.5414096259258,-500.8355221921387
GSR,8,30655976,30704985,772.02506719,-504.6796202823027
MNAT1,14,60271222,60505151,1049.3973949814815,-505.551326838978
CNTFR,9,34541430,34579722,2212.3141170866666,-506.1923536818361
COMMD9,11,36250417,36267575,1264.3517558060603,-507.22309046025555
SLC4A2,7,150399950,150404547,744.5632671285713,-508.05286339508984
PITX1,5,134391322,134397863,265.19472066454546,-508.2196165202901
ZDHHC6,10,114184044,114197296,1603.7462510789476,-508.60199149016705
MARCO,2,119416214,119468706,87.41490277000001,-508.8239662823349
HIVEP3,1,42085448,42274183,88.74540692377549,-509.72143019371
ALDH18A1,10,97355675,97406557,953.6351553083333,-511.3298318347245
CDH12,5,21786910,22889488,0.035775624285,-511.91458066061733
EXO1,1,240078157,240119671,206.17546102,-512.449957871538
NCALD,8,103030594,103198224,77.66832212236842,-514.7264129388888
EIF3D,22,35236842,35255223,545.4974341374999,-514.9043577183949
PIK3CG,7,106293159,106334828,1315.54605,-515.3857381725037
CCDC121,2,27703333,27704170,225.9177387442857,-516.242893808801
PSMD1,2,231629852,231745717,349.23846049824556,-517.1718220003745
ISM1,20,13150417,13229297,228.3805425139535,-519.0181984848908
TF,3,134947573,134950118,415.53113173519995,-519.867043549648
AMBRA1,11,46374539,46572145,24.926186972555556,-521.7116479368956
ZNF839,14,101871022,101878797,613.1015359011112,-527.2117677063053
NMRAL1,16,4451695,4466308,3.44641742575,-527.2990425778303
ADCY5,3,124501656,124606098,1754.8082272627448,-527.746797545759
APTX,9,32974628,32991626,128.24598258999998,-527.9382849642881
ANKRD11,16,87892783,88084470,107.0531572071134,-528.6796570981226
AGFG1,2,228045285,228130546,365.4098551204081,-528.9983612528561
AHSA1,14,77001634,77005568,134.9680084844,-532.2307802163206
KAT2B,3,20056527,20170900,79.9317255086598,-532.9695096630713
PDE8B,5,76542461,76758984,834.101300136,-533.230839001076
ATP7B,13,51404805,51483631,781.3727704305085,-533.8619985754324
LGR6,1,200474678,200542690,771.8735258309525,-536.1467607606322
SLC9A2,2,102602597,102694241,518.0268339380953,-539.0997458421414
GCC2,2,108432067,108492286,1345.7931683083336,-541.2168859933545
SLC28A1,15,83228916,83290031,70.74105761419048,-541.7465634214011
TSPAN9,12,3056817,3265991,82.49953222978723,-542.8971459616522
RAB38,11,87486078,87548247,2789.647629449275,-543.6364230901638
HSF2BP,21,43773499,43903802,195.06551117756754,-544.4781522351707
FARS2,6,5313744,5376404,93.32822148970149,-545.1170401146795
SLC7A6OS,16,66892020,66902349,551.1021728609091,-545.8395574922762
RPGRIP1,14,20861922,20889300,1400.0997824863637,-547.8300354145013
HSPA14,10,14920266,14953746,726.1246214213332,-548.5060027261213
CHAT,10,50492088,50543156,644.6283653706897,-549.2583408954736
COL5A1,9,136673472,136876509,608.3443642472604,-549.6239938032725
SCN3A,2,165662000,165733581,931.4280817028571,-552.2498276881233
ADD2,2,70755730,70848837,418.08180166853936,-554.2645709470935
