Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScore,Gene ReScorePR
CYP27A1,2,219354715,219388260,5.804194144963505,24,0.0723572,0.00010135439451268883,0.00010135439451268883
SSTR1,14,37748345,37749521,5.332975703186974,13,0.0627858,0.00010123128386853077,0.00010123128386853077
ZNF385C,17,37431119,37434233,4.909407944577526,11,0.08114539999999999,0.00010118472116890707,0.00010118472116890707
PAQR9,3,144162763,144164868,3.519014324143369,8,0.237029,0.00010112736125133765,0.00010112736125133765
FHAD1,1,15579783,15599363,5.8736516452309315,25,0.0703146,0.00010110062224759724,0.00010110062224759724
PPP1CA,11,66922261,66925952,6.567660148686976,16,0.0224813,0.0001010870625366527,0.0001010870625366527
HOXD4,2,176724358,176726195,6.080470639492961,11,0.0251581,0.00010106672266033584,0.00010106672266033584
PXMP4,20,31754210,31771797,4.626141045401762,8,0.0783398,0.00010105906363172364,0.00010105906363172364
ANXA3,4,79691765,79750629,6.3270012215040445,49,0.08758189999999999,0.00010098171276771047,0.00010098171276771047
MMP17,12,130888553,130902269,5.687979994152767,15,0.0507964,0.00010097431427502694,0.00010097431427502694
GPR27,3,71885890,71887018,4.530961901405512,9,0.0969328,0.00010092402557483221,0.00010092402557483221
PROKR1,2,68726297,68736212,5.5386409870721,12,0.0471824,0.00010091279598045254,0.00010091279598045254
CD163,12,7514676,7547681,5.044357551501288,20,0.128912,0.00010090318991819218,0.00010090318991819218
OBP2B,9,135070486,135074449,4.832141365835065,16,0.12751099999999999,0.00010089576912380538,0.00010089576912380538
GIGYF1,7,100115065,100124806,5.980300431737226,12,0.0303368,0.00010088544392754192,0.00010088544392754192
HBQ1,16,170334,171178,4.129405406307284,9,0.144832,0.0001008832807121407,0.0001008832807121407
ARAP3,5,141031852,141040593,4.623117421303277,7,0.0687549,0.00010088321478329253,0.00010088321478329253
C11orf16,11,8898198,8911129,6.0829554695695816,25,0.0570356,0.00010087587795602141,0.00010087587795602141
TMEM175,4,934994,942443,3.9709689888697373,13,0.245117,0.0001008489352820885,0.0001008489352820885
VPS16,20,2792594,2795380,4.015234317128728,11,0.198426,0.00010083697691178073,0.00010083697691178073
STARD3,17,35067751,35073250,3.6733529967636964,21,0.533215,0.00010083174621464313,0.00010083174621464313
PDLIM7,5,176849377,176857208,2.2242577017888436,6,0.648886,0.00010080084958643808,0.00010080084958643808
OR13F1,9,106306364,106307324,5.782667784191622,22,0.0677707,0.00010078470155140572,0.00010078470155140572
SLC16A5,17,70596627,70613843,5.7155560575327335,22,0.072475,0.00010076436579347499,0.00010076436579347499
ADAM8,10,134935686,134940362,4.326030263265157,26,0.34371799999999997,0.00010074023676442876,0.00010074023676442876
GUF1,4,44391185,44397454,2.338009182452708,5,0.48259799999999997,0.0001007190824577615,0.0001007190824577615
TTLL9,20,29931280,29996424,5.006552463732271,34,0.22759400000000002,0.00010070748222260478,0.00010070748222260478
SPATA13,13,23769500,23774597,5.62449711663659,22,0.0793843,0.0001007013077365306,0.0001007013077365306
TPH1,11,17999113,18018885,6.088114957954173,18,0.0408543,0.0001006800887089296,0.0001006800887089296
MOBP,3,39538764,39542861,5.735686420753105,26,0.0839453,0.00010062910657676224,0.00010062910657676224
GLYATL2,11,58358115,58368573,5.853962547785842,20,0.0573702,0.00010059235357059739,0.00010059235357059739
NPFFR1,10,71684718,71696154,4.488772236104414,21,0.235923,0.00010055174649250904,0.00010055174649250904
CDT1,16,87397686,87403167,6.090672599471116,14,0.031694400000000005,0.00010052016946600336,0.00010052016946600336
FASTKD5,20,3075421,3077716,4.561901731946381,11,0.11486400000000001,0.00010046524354747866,0.00010046524354747866
VN1R5,1,245485996,245487070,3.847814896013374,7,0.149284,0.00010043472738097396,0.00010043472738097396
QARS,3,49108368,49117175,3.7217580808798805,10,0.241914,0.00010040897159475431,0.00010040897159475431
REG1A,2,79201091,79204053,4.846193078935001,11,0.0864406,0.00010040649453489058,0.00010040649453489058
SHC2,19,367582,411996,6.055859840407912,35,0.08204299999999999,0.00010039346446070666,0.00010039346446070666
ADAMTSL4,1,148797044,148800036,4.358750545944185,11,0.140738,0.00010038545627775108,0.00010038545627775108
FBXO15,18,69891584,69966020,5.969026506676788,48,0.122723,0.00010022705665926968,0.00010022705665926968
BCO2,11,111552298,111600631,6.511312568753777,33,0.049055400000000006,0.00010021978085527107,0.00010021978085527107
C1QL4,12,48012466,48017238,5.639960616510216,12,0.042636099999999996,0.00010019876760509126,0.00010019876760509126
ZNF596,8,172383,187339,5.594899729338537,25,0.0929193,0.00010016809377560009,0.00010016809377560009
WISP2,20,42777298,42789866,4.547368119687715,19,0.20130599999999998,0.0001001343328349337,0.0001001343328349337
SCYL2,12,99185679,99258045,6.0893306356272365,31,0.0702747,0.00010010997955879402,0.00010010997955879402
EPYC,12,89881589,89922934,5.591911324251601,24,0.08946950000000001,0.00010003744013784463,0.00010003744013784463
SHARPIN,8,145225523,145231128,3.6835337677891844,12,0.301608,9.998913856676372e-05,9.998913856676372e-05
C17orf75,17,27682501,27693302,3.1592477778989325,9,0.382119,9.998053888210021e-05,9.998053888210021e-05
ADAMTSL1,9,18895488,18899659,6.005440152519572,25,0.0616326,9.997557315498825e-05,9.997557315498825e-05
STOX2,4,185167304,185175869,4.701672275835061,10,0.0908008,9.987989380880584e-05,9.987989380880584e-05
PPOX,1,159402804,159414425,4.830278165528602,20,0.159686,9.985619520157745e-05,9.985619520157745e-05
ZC3H7A,16,11757593,11798589,4.142009771155723,17,0.27014499999999997,9.982162890082376e-05,9.982162890082376e-05
HSPBP1,19,60465518,60483540,5.658273879425436,15,0.052328,9.978098886422494e-05,9.978098886422494e-05
JAGN1,3,9907270,9911031,3.792530320943421,14,0.315539,9.97740276232902e-05,9.97740276232902e-05
PRKAG3,2,219399601,219404756,4.705581856295395,8,0.0723572,9.9690459428566e-05,9.9690459428566e-05
CHEK2,22,27413730,27467822,4.852255474462793,27,0.21089000000000002,9.964833605821112e-05,9.964833605821112e-05
OR6C68,12,54172413,54173367,5.9101568410658,13,0.0352529,9.96356822669562e-05,9.96356822669562e-05
ZNF443,19,12401519,12412819,3.5561620290347693,11,0.31403000000000003,9.962766394274982e-05,9.962766394274982e-05
RHOT2,16,660892,664172,4.752433526966983,18,0.155352,9.955572711557702e-05,9.955572711557702e-05
C5AR1,19,52504943,52517167,5.062947528479523,12,0.0759226,9.953010092716935e-05,9.953010092716935e-05
RUNX3,1,25128664,25164199,5.646841288709598,31,0.10938800000000001,9.949080584214126e-05,9.949080584214126e-05
KIF2C,1,44984671,45006025,5.115526128404971,16,0.09604510000000001,9.945565759684552e-05,9.945565759684552e-05
PRDM9,5,23543480,23564463,6.258551948044606,13,0.0248822,9.939526082071386e-05,9.939526082071386e-05
NAGPA,16,5014911,5023928,6.457495278773012,20,0.031374400000000004,9.939144448665944e-05,9.939144448665944e-05
GNMT,6,43036477,43039596,6.048985807517449,11,0.025962799999999998,9.936477677333438e-05,9.936477677333438e-05
VWA5B1,1,20531845,20553302,5.7031982009328965,27,0.09005260000000001,9.936265595210549e-05,9.936265595210549e-05
MYB,6,135558578,135560154,4.900040080331881,13,0.09680169999999999,9.93013829120299e-05,9.93013829120299e-05
SPDYA,2,28892366,28917179,5.863673096476765,20,0.0568158,9.928147832497808e-05,9.928147832497808e-05
INTS10,8,19719197,19753866,6.129403352407964,30,0.0653364,9.926077993035216e-05,9.926077993035216e-05
ZMAT5,22,28472155,28493000,4.4102441894216975,19,0.23089200000000001,9.924487435758971e-05,9.924487435758971e-05
TMEM144,4,159351125,159395886,4.668280394316887,25,0.23471,9.918962085735766e-05,9.918962085735766e-05
CCR9,3,45917320,45918394,4.579171110119475,10,0.10263399999999999,9.913151733472547e-05,9.913151733472547e-05
ZEB2,2,144985427,144994401,6.2684572879075695,6,0.0113709,9.911487257936448e-05,9.911487257936448e-05
ALLC,2,3720085,3728135,4.306346837260483,14,0.18875799999999998,9.90691579409453e-05,9.90691579409453e-05
OR51B6,11,5329313,5330252,5.55992662198894,34,0.130868,9.902039903597886e-05,9.902039903597886e-05
EGFR,7,55200466,55201340,5.962294169808202,17,0.043758,9.89798043267414e-05,9.89798043267414e-05
DEPDC1,1,68712422,68735387,6.031115352737774,24,0.0576675,9.896525917489674e-05,9.896525917489674e-05
FBF1,17,71425407,71448714,5.851673173727793,13,0.037376099999999995,9.894989178559821e-05,9.894989178559821e-05
PUS7L,12,42408678,42438863,5.799060654972515,17,0.0515168,9.892162900778215e-05,9.892162900778215e-05
SLC38A6,14,60517696,60620203,6.241636770810111,27,0.05256,9.882235269661768e-05,9.882235269661768e-05
TPTE2,13,18895018,19008903,6.2190364074439834,27,0.0537614,9.876769433295825e-05,9.876769433295825e-05
ISY1,3,130330924,130362719,5.120745165347925,21,0.125403,9.874811682929272e-05,9.874811682929272e-05
RHCE,1,25561326,25629270,5.648067363781824,14,0.049340499999999995,9.870144154802365e-05,9.870144154802365e-05
ID1,20,29656752,29657974,1.936730907494304,6,0.8650469999999999,9.866495968912003e-05,9.866495968912003e-05
DNAJB13,11,73339011,73358980,4.520030431185945,13,0.14155299999999998,9.863360807682354e-05,9.863360807682354e-05
TCL1A,14,95246056,95250286,5.6975340368667995,15,0.0503134,9.854634244110266e-05,9.854634244110266e-05
DNAH3,16,21022723,21069633,5.551246284229043,26,0.100948,9.841444713681238e-05,9.841444713681238e-05
ARHGAP5,14,31616245,31698685,4.350357439519594,15,0.19353299999999998,9.839806271123383e-05,9.839806271123383e-05
ASB16,17,39603599,39611977,4.140874482667951,15,0.238634,9.838879840543478e-05,9.838879840543478e-05
CATSPER1,11,65540798,65550560,6.3910597738703245,14,0.0234707,9.836889309290397e-05,9.836889309290397e-05
DHODH,16,70603449,70616456,5.459013809177538,19,0.0808973,9.835367934647104e-05,9.835367934647104e-05
MSMB,10,51219558,51232598,5.486125949574758,18,0.0745896,9.823544109455847e-05,9.823544109455847e-05
SEMA4G,10,102722275,102735362,5.806311913876149,19,0.0571616,9.823531081731707e-05,9.823531081731707e-05
MPZL2,11,117635161,117640219,4.895751695844216,14,0.104696,9.819871341719402e-05,9.819871341719402e-05
ISCA1,9,88069282,88087310,5.927563729259939,15,0.0399745,9.81498869183443e-05,9.81498869183443e-05
TEPP,16,56567839,56579518,6.204577619908703,21,0.04242340000000001,9.812640121403158e-05,9.812640121403158e-05
CTSK,1,149044960,149047436,5.023128004058071,11,0.0724229,9.810276456005734e-05,9.810276456005734e-05
PLK1,16,23597701,23609189,5.57563155357052,11,0.041679900000000006,9.801376471096397e-05,9.801376471096397e-05
AKAP8L,19,15372220,15373414,3.5607974981191193,13,0.36941,9.79666977330568e-05,9.79666977330568e-05
GGH,8,64090192,64113940,5.992453925270072,18,0.0449555,9.79252893644956e-05,9.79252893644956e-05
TMSB10,2,84986273,84987310,3.154545137826639,10,0.42657799999999996,9.781744599465042e-05,9.781744599465042e-05
FAM83F,22,38720898,38755989,5.931988820312873,19,0.0504108,9.779630192890348e-05,9.779630192890348e-05
FSIP2,2,186319640,186365310,4.514763504305729,31,0.339332,9.778363274039417e-05,9.778363274039417e-05
SYS1,20,43425114,43438138,5.969610104656302,24,0.0613257,9.776867618961021e-05,9.776867618961021e-05
ANKRD37,4,186554833,186558384,3.6370394001357473,11,0.289632,9.772863162876283e-05,9.772863162876283e-05
ETV7,6,36441948,36463445,6.347585798209043,26,0.045525199999999995,9.769975729767445e-05,9.769975729767445e-05
FCHO2,5,72383914,72422105,5.461434249028902,37,0.157156,9.767700596715135e-05,9.767700596715135e-05
ZNF829,19,42088194,42099030,2.7129094883381804,6,0.398061,9.766118589329025e-05,9.766118589329025e-05
SPRN,10,135084159,135088111,3.5113594061361755,10,0.298563,9.766075438643461e-05,9.766075438643461e-05
RAB26,16,2138651,2144142,5.529959428117145,10,0.0396615,9.765966894548823e-05,9.765966894548823e-05
ERCC6,10,50334496,50417153,6.112785082344538,48,0.10629000000000001,9.765072192429755e-05,9.765072192429755e-05
RHOU,1,226937491,226949034,4.922508749663356,19,0.138336,9.764377632732659e-05,9.764377632732659e-05
SUCLA2,13,47459803,47473463,3.6215797485570964,10,0.267404,9.76390314371352e-05,9.76390314371352e-05
EIF2B3,1,45112809,45224869,5.914142460045667,40,0.10803900000000001,9.759371466160115e-05,9.759371466160115e-05
FLT4,5,179979032,179989033,6.039514984942414,14,0.033358,9.755109313125388e-05,9.755109313125388e-05
PEX26,22,16941061,16952207,4.301745574841676,19,0.257353,9.754434996738348e-05,9.754434996738348e-05
ART4,12,14884560,14887680,4.862591947926838,19,0.146878,9.751453044836283e-05,9.751453044836283e-05
ACD,16,66248915,66252219,5.931475421294011,8,0.021236500000000002,9.74942754805808e-05,9.74942754805808e-05
FAM78A,9,133123285,133141727,3.9447011678187285,18,0.348426,9.742333491223234e-05,9.742333491223234e-05
XRCC1,19,48739303,48771570,6.329096200691398,51,0.0909659,9.741517206362922e-05,9.741517206362922e-05
SSBP1,7,141084669,141096726,5.69075273164745,10,0.033770499999999995,9.729497430937443e-05,9.729497430937443e-05
SCAMP5,15,73074953,73100889,6.180878834314433,22,0.0455094,9.728182819319186e-05,9.728182819319186e-05
POU3F3,2,104838400,104839903,3.105115685032043,9,0.40337399999999995,9.724518229485325e-05,9.724518229485325e-05
GSTM1,1,110031964,110037890,1.6220344163169758,2,0.394993,9.721113459756489e-05,9.721113459756489e-05
FANCE,6,35528115,35542859,5.092335624868163,26,0.159735,9.72102933438528e-05,9.72102933438528e-05
COX7A2L,2,42431147,42449654,4.091619049040599,13,0.21725799999999998,9.720263726663651e-05,9.720263726663651e-05
RNF152,18,57634064,57634676,4.436618932044093,9,0.106523,9.719681091466395e-05,9.719681091466395e-05
TPSG1,16,1211652,1215255,5.155018209239485,16,0.092326,9.716552614148343e-05,9.716552614148343e-05
MANBAL,20,35359112,35379077,5.50959587244776,14,0.056668399999999994,9.711459941453261e-05,9.711459941453261e-05
SULT1A1,16,28524416,28542367,1.4185551905512273,2,0.48412700000000003,9.709733663704479e-05,9.709733663704479e-05
FKBP10,17,37228987,37232995,4.167453034042739,15,0.232375,9.705836937624204e-05,9.705836937624204e-05
ASB4,7,94953219,95005007,5.787957645375653,47,0.144019,9.697776654489492e-05,9.697776654489492e-05
SLC9A1,1,27304528,27353988,3.4552903810424613,15,0.47367200000000004,9.689660739417809e-05,9.689660739417809e-05
IDH1,2,208809197,208828051,3.4989667828741684,10,0.302286,9.684948897729363e-05,9.684948897729363e-05
INSL3,19,17788321,17793320,5.633482457856044,15,0.053641499999999995,9.681864166017957e-05,9.681864166017957e-05
KRTAP5-8,11,70926718,70927901,5.878319944677258,13,0.0363933,9.681312359868352e-05,9.681312359868352e-05
ITPRIP,10,106064155,106065799,6.031599277848101,12,0.0288198,9.678432347672387e-05,9.678432347672387e-05
THSD1,13,51849303,51878321,4.428212193773942,21,0.250652,9.677038811975503e-05,9.677038811975503e-05
GPR22,7,106901741,106903043,2.216329418142028,2,0.21801700000000002,9.661543977132349e-05,9.661543977132349e-05
PCMTD2,20,62357491,62378023,6.075637773641405,25,0.0574545,9.661541472883178e-05,9.661541472883178e-05
ITLN2,1,159181439,159191213,5.18383118812942,14,0.0784908,9.659476681033348e-05,9.659476681033348e-05
OR5A1,11,58967217,58968165,4.781976977094022,12,0.100553,9.657040948691643e-05,9.657040948691643e-05
TBCB,19,41298524,41308689,5.605030820925039,14,0.05151030000000001,9.650380935439188e-05,9.650380935439188e-05
DNAI2,17,69812912,69822618,4.714052769868625,14,0.125557,9.641640970931547e-05,9.641640970931547e-05
ABCD2,12,38231288,38300110,6.264019392953154,24,0.0456859,9.641353324788798e-05,9.641353324788798e-05
NCK2,2,105834736,105877160,5.213202230732289,33,0.17965899999999999,9.63045378769788e-05,9.63045378769788e-05
MKLN1,7,130805282,130808246,4.885367744828073,9,0.0680071,9.629389500780248e-05,9.629389500780248e-05
UNC5CL,6,41109343,41146993,4.559465133026904,32,0.334965,9.620749802657706e-05,9.620749802657706e-05
NT5E,6,86216020,86262217,5.824361379400324,21,0.0620485,9.618598634391415e-05,9.618598634391415e-05
TGFB1,19,46528490,46551656,6.080894657152138,23,0.052580999999999996,9.614262570753495e-05,9.614262570753495e-05
VASN,16,4370879,4372901,6.11194043601057,13,0.028811200000000002,9.613694098900937e-05,9.613694098900937e-05
CD6,11,60495749,60544424,5.815602403971308,38,0.113266,9.61129588516611e-05,9.61129588516611e-05
FGF9,13,21143874,21174186,5.24007418774305,22,0.116597,9.606646906812451e-05,9.606646906812451e-05
HEY1,8,80838799,80842653,4.5236516448158355,12,0.130192,9.603531447627531e-05,9.603531447627531e-05
HSPA4,5,132415560,132468608,5.505555474048109,23,0.093475,9.600145821108993e-05,9.600145821108993e-05
NFKBID,19,41070982,41083392,6.079682026641027,23,0.0526448,9.597126151775546e-05,9.597126151775546e-05
FMNL1,17,40674996,40680466,4.21424358500105,8,0.11826800000000001,9.592749022698416e-05,9.592749022698416e-05
PDE4A,19,10430644,10441307,2.5241944051885628,6,0.48073699999999997,9.586022654657313e-05,9.586022654657313e-05
SPON2,4,1150722,1155274,5.902299269207023,15,0.0409973,9.583192070416925e-05,9.583192070416925e-05
